case	rep	j	r	k	guesses
16	21	469	24	11	[27, 1]
16	22	317	13	4	[27, 1]
16	23	291	7	2	[1, 27]
16	24	311	23	7	[1, 9]
16	25	4	1	0	[27, 1]
16	26	564	20	11	[9, 1]
16	27	901	25	22	[27, 1]
16	28	535	23	12	[1, 9]
16	29	554	24	13	[27, 1]
16	30	296	24	7	[27, 1]
16	31	777	25	19	[27, 1]
16	32	689	3	2	[1, 9]
16	33	842	17	14	[9, 1]
16	34	849	23	19	[1, 9]
16	35	909	9	8	[9, 1]
16	36	980	23	22	[1, 9]
16	37	657	14	9	[1, 9]
16	38	642	8	5	[9, 1]
16	39	760	27	20	[1, 9]
16	40	126	8	1	[9, 1]
16	41	275	26	7	[1, 9]
16	42	438	7	3	[1, 27]
16	43	784	17	13	[9, 1]
16	44	366	14	5	[1, 9]
16	45	450	25	11	[27, 1]
16	46	622	23	14	[1, 9]
16	47	0	0	0	[0, 0]
16	48	712	23	16	[1, 9]
16	49	748	26	19	[1, 9]
17	0	132	23	3	[1, 9]
17	1	36	27	1	[1, 9]
17	2	452	25	11	[27, 1]
17	3	41	25	1	[27, 1]
17	4	648	19	12	[1, 27]
17	5	768	4	3	[9, 1]
17	6	539	19	10	[1, 27]
17	7	585	7	4	[1, 27]
17	8	747	26	19	[1, 9]
17	9	95	11	1	[1, 9]
17	10	687	3	2	[1, 9]
17	11	816	5	4	[9, 1]
17	12	71	14	1	[1, 9]
17	13	957	15	14	[1, 9]
17	14	722	17	12	[9, 1]
17	15	706	16	11	[9, 1]
17	16	29	27	1	[1, 9]
17	17	974	20	19	[9, 1]
17	18	357	23	8	[1, 9]
17	19	524	27	14	[1, 9]
17	20	349	26	9	[1, 9]
17	21	485	19	9	[1, 27]
17	22	4	1	0	[27, 1]
17	23	488	21	10	[9, 1]
17	24	174	6	1	[1, 27]
17	25	452	25	11	[27, 1]
17	26	71	14	1	[1, 9]
17	27	414	27	11	[1, 9]
17	28	171	6	1	[1, 27]
17	29	80	13	1	[27, 1]
17	30	241	17	4	[9, 1]
17	31	409	5	2	[9, 1]
17	32	419	22	9	[1, 9]
17	33	642	8	5	[9, 1]
17	34	118	26	3	[1, 9]
17	35	105	10	1	[1, 9]
17	36	65	16	1	[9, 1]
17	37	937	12	11	[27, 1]
17	38	519	2	1	[1, 9]
17	39	431	19	8	[1, 27]
17	40	101	10	1	[1, 9]
17	41	959	16	15	[9, 1]
17	42	418	27	11	[1, 9]
17	43	230	9	2	[9, 1]
17	44	627	18	11	[1, 27]
17	45	278	11	3	[1, 9]
17	46	420	22	9	[1, 9]
17	47	76	27	2	[1, 9]
17	48	290	7	2	[1, 27]
17	49	900	25	22	[27, 1]
18	0	166	25	4	[27, 1]
18	1	772	4	3	[9, 1]
18	2	992	27	26	[1, 9]
18	3	48	21	1	[9, 1]
18	4	487	21	10	[9, 1]
18	5	1012	1	1	[27, 1]
18	6	124	25	3	[27, 1]
18	7	540	19	10	[1, 27]
18	8	496	27	13	[1, 9]
18	9	683	3	2	[1, 9]
18	10	733	7	5	[1, 27]
18	11	440	7	3	[1, 27]
18	12	38	27	1	[1, 9]
18	13	985	26	25	[1, 9]
18	14	761	27	20	[1, 9]
18	15	490	23	11	[1, 9]
18	16	616	5	3	[9, 1]
18	17	14	1	0	[27, 1]
18	18	781	21	16	[9, 1]
18	19	103	10	1	[1, 9]
18	20	528	27	14	[1, 9]
18	21	724	17	12	[9, 1]
18	22	248	25	6	[27, 1]
18	23	321	16	5	[9, 1]
18	24	988	27	26	[1, 9]
18	25	884	22	19	[1, 9]
18	26	231	22	5	[1, 9]
18	27	136	15	2	[1, 9]
18	28	340	3	1	[1, 9]
18	29	759	27	20	[1, 9]
18	30	299	24	7	[27, 1]
18	31	773	4	3	[9, 1]
18	32	587	7	4	[1, 27]
18	33	129	8	1	[9, 1]
18	34	755	19	14	[1, 27]
18	35	994	27	26	[1, 9]
18	36	779	25	19	[27, 1]
18	37	349	26	9	[1, 9]
18	38	173	6	1	[1, 27]
18	39	743	11	8	[1, 9]
18	40	514	2	1	[1, 9]
18	41	474	13	6	[27, 1]
18	42	449	16	7	[9, 1]
18	43	573	25	14	[27, 1]
18	44	193	16	3	[9, 1]
18	45	237	13	3	[27, 1]
18	46	147	7	1	[1, 27]
18	47	923	10	9	[1, 9]
18	48	100	10	1	[1, 9]
18	49	103	10	1	[1, 9]
19	0	711	23	16	[1, 9]
19	1	269	19	5	[1, 27]
19	2	1014	1	1	[27, 1]
19	3	556	24	13	[27, 1]
19	4	671	26	17	[1, 9]
19	5	562	20	11	[9, 1]
19	6	408	5	2	[9, 1]
19	7	948	27	25	[1, 9]
19	8	543	17	9	[9, 1]
19	9	248	25	6	[27, 1]
19	10	96	21	2	[9, 1]
19	11	569	9	5	[9, 1]
19	12	444	23	10	[1, 9]
19	13	74	14	1	[1, 9]
19	14	554	24	13	[27, 1]
19	15	423	17	7	[9, 1]
19	16	197	26	5	[1, 9]
19	17	151	27	4	[1, 9]
19	18	611	5	3	[9, 1]
19	19	485	19	9	[1, 27]
19	20	262	27	7	[1, 9]
19	21	1014	1	1	[27, 1]
19	22	645	27	17	[1, 9]
19	23	961	16	15	[9, 1]
19	24	454	9	4	[9, 1]
19	25	569	9	5	[9, 1]
19	26	496	27	13	[1, 9]
19	27	269	19	5	[1, 27]
19	28	958	16	15	[9, 1]
19	29	850	6	5	[1, 27]
19	30	750	15	11	[1, 9]
19	31	274	15	4	[1, 9]
19	32	504	2	1	[1, 9]
19	33	545	15	8	[1, 9]
19	34	817	5	4	[9, 1]
19	35	0	0	0	[0, 0]
19	36	822	5	4	[9, 1]
19	37	992	27	26	[1, 9]
19	38	681	3	2	[1, 9]
19	39	317	13	4	[27, 1]
19	40	354	26	9	[1, 9]
19	41	664	17	11	[9, 1]
19	42	298	24	7	[27, 1]
19	43	896	8	7	[9, 1]
19	44	31	27	1	[1, 9]
19	45	774	25	19	[27, 1]
19	46	321	16	5	[9, 1]
19	47	453	9	4	[9, 1]
19	48	783	17	13	[9, 1]
19	49	85	12	1	[27, 1]
20	0	732	7	5	[1, 27]
20	1	166	25	4	[27, 1]
20	2	128	8	1	[9, 1]
20	3	795	9	7	[9, 1]
20	4	549	13	7	[27, 1]
20	5	162	19	3	[1, 27]
20	6	166	25	4	[27, 1]
20	7	314	13	4	[27, 1]
20	8	445	23	10	[1, 9]
20	9	46	22	1	[1, 9]
20	10	955	15	14	[1, 9]
20	11	862	19	16	[1, 27]
20	12	420	22	9	[1, 9]
20	13	704	16	11	[9, 1]
20	14	315	13	4	[27, 1]
20	15	137	15	2	[1, 9]
20	16	979	23	22	[1, 9]
20	17	203	5	1	[9, 1]
20	18	112	9	1	[9, 1]
20	19	507	2	1	[1, 9]
20	20	18	1	0	[27, 1]
20	21	424	17	7	[9, 1]
20	22	635	21	13	[9, 1]
20	23	412	5	2	[9, 1]
20	24	992	27	26	[1, 9]
20	25	796	9	7	[9, 1]
20	26	157	13	2	[27, 1]
20	27	465	11	5	[1, 9]
20	28	554	24	13	[27, 1]
20	29	987	27	26	[1, 9]
20	30	905	26	23	[1, 9]
20	31	540	19	10	[1, 27]
20	32	231	22	5	[1, 9]
20	33	453	9	4	[9, 1]
20	34	978	22	21	[1, 9]
20	35	16	1	0	[27, 1]
20	36	657	14	9	[1, 9]
20	37	151	27	4	[1, 9]
20	38	971	19	18	[1, 27]
20	39	872	27	23	[1, 9]
20	40	872	27	23	[1, 9]
20	41	674	26	17	[1, 9]
20	42	943	25	23	[27, 1]
20	43	78	13	1	[27, 1]
20	44	396	13	5	[27, 1]
20	45	56	18	1	[1, 27]
20	46	632	13	8	[27, 1]
20	47	413	5	2	[9, 1]
20	48	139	22	3	[1, 9]
20	49	23	27	1	[1, 9]
21	0	94	11	1	[1, 9]
21	1	838	11	9	[1, 9]
21	2	821	5	4	[9, 1]
21	3	589	26	15	[1, 9]
21	4	158	13	2	[27, 1]
21	5	802	23	18	[1, 9]
21	6	592	19	11	[1, 27]
21	7	160	19	3	[1, 27]
21	8	308	10	3	[1, 9]
21	9	113	9	1	[9, 1]
21	10	255	4	1	[9, 1]
21	11	899	25	22	[27, 1]
21	12	425	12	5	[27, 1]
21	13	946	13	12	[27, 1]
21	14	653	11	7	[1, 9]
21	15	27	27	1	[1, 9]
21	16	911	9	8	[9, 1]
21	17	261	27	7	[1, 9]
21	18	353	26	9	[1, 9]
21	19	593	19	11	[1, 27]
21	20	519	2	1	[1, 9]
21	21	801	23	18	[1, 9]
21	22	418	27	11	[1, 9]
21	23	656	25	16	[27, 1]
21	24	485	19	9	[1, 27]
21	25	657	14	9	[1, 9]
21	26	335	3	1	[1, 9]
21	27	148	7	1	[1, 27]
21	28	207	5	1	[9, 1]
21	29	321	16	5	[9, 1]
21	30	117	26	3	[1, 9]
21	31	623	23	14	[1, 9]
21	32	43	24	1	[27, 1]
21	33	634	21	13	[9, 1]
21	34	154	20	3	[9, 1]
21	35	731	7	5	[1, 27]
21	36	974	20	19	[9, 1]
21	37	752	15	11	[1, 9]
21	38	168	6	1	[1, 27]
21	39	687	3	2	[1, 9]
21	40	601	17	10	[9, 1]
21	41	313	23	7	[1, 9]
21	42	455	9	4	[9, 1]
21	43	604	22	13	[1, 9]
21	44	513	2	1	[1, 9]
21	45	157	13	2	[27, 1]
21	46	78	13	1	[27, 1]
21	47	26	27	1	[1, 9]
21	48	759	27	20	[1, 9]
21	49	349	26	9	[1, 9]
22	0	650	11	7	[1, 9]
22	1	295	7	2	[1, 27]
22	2	407	5	2	[9, 1]
22	3	55	19	1	[1, 27]
22	4	869	20	17	[9, 1]
22	5	592	19	11	[1, 27]
22	6	336	3	1	[1, 9]
22	7	35	27	1	[1, 9]
22	8	402	23	9	[1, 9]
22	9	944	13	12	[27, 1]
22	10	833	16	13	[9, 1]
22	11	233	22	5	[1, 9]
22	12	744	11	8	[1, 9]
22	13	1012	1	1	[27, 1]
22	14	491	25	12	[27, 1]
22	15	336	3	1	[1, 9]
22	16	537	21	11	[9, 1]
22	17	773	4	3	[9, 1]
22	18	160	19	3	[1, 27]
22	19	473	13	6	[27, 1]
22	20	457	9	4	[9, 1]
22	21	8	1	0	[27, 1]
22	22	966	18	17	[1, 27]
22	23	165	25	4	[27, 1]
22	24	203	5	1	[9, 1]
22	25	53	19	1	[1, 27]
22	26	57	18	1	[1, 27]
22	27	859	25	21	[27, 1]
22	28	526	27	14	[1, 9]
22	29	838	11	9	[1, 9]
22	30	343	3	1	[1, 9]
22	31	342	3	1	[1, 9]
22	32	268	23	6	[1, 9]
22	33	971	19	18	[1, 27]
22	34	890	23	20	[1, 9]
22	35	764	4	3	[9, 1]
22	36	272	15	4	[1, 9]
22	37	760	27	20	[1, 9]
22	38	469	24	11	[27, 1]
22	39	152	27	4	[1, 9]
22	40	796	9	7	[9, 1]
22	41	936	23	21	[1, 9]
22	42	107	19	2	[1, 27]
22	43	560	11	6	[1, 9]
22	44	715	10	7	[1, 9]
22	45	577	16	9	[9, 1]
22	46	263	27	7	[1, 9]
22	47	544	17	9	[9, 1]
22	48	231	22	5	[1, 9]
22	49	969	19	18	[1, 27]
23	0	465	11	5	[1, 9]
23	1	576	16	9	[9, 1]
23	2	16	1	0	[27, 1]
23	3	661	17	11	[9, 1]
23	4	755	19	14	[1, 27]
23	5	342	3	1	[1, 9]
23	6	694	25	17	[27, 1]
23	7	26	27	1	[1, 9]
23	8	390	21	8	[9, 1]
23	9	69	15	1	[1, 9]
23	10	410	5	2	[9, 1]
23	11	301	17	5	[9, 1]
23	12	240	17	4	[9, 1]
23	13	596	12	7	[27, 1]
23	14	219	14	3	[1, 9]
23	15	581	23	13	[1, 9]
23	16	991	27	26	[1, 9]
23	17	121	17	2	[9, 1]
23	18	122	25	3	[27, 1]
23	19	616	5	3	[9, 1]
23	20	918	19	17	[1, 27]
23	21	952	14	13	[1, 9]
23	22	236	13	3	[27, 1]
23	23	864	19	16	[1, 27]
23	24	613	5	3	[9, 1]
23	25	569	9	5	[9, 1]
23	26	153	20	3	[9, 1]
23	27	476	15	7	[1, 9]
23	28	129	8	1	[9, 1]
23	29	424	17	7	[9, 1]
23	30	816	5	4	[9, 1]
23	31	435	26	11	[1, 9]
23	32	895	8	7	[9, 1]
23	33	39	26	1	[1, 9]
23	34	334	25	8	[27, 1]
23	35	299	24	7	[27, 1]
23	36	558	11	6	[1, 9]
23	37	636	21	13	[9, 1]
23	38	680	3	2	[1, 9]
23	39	343	3	1	[1, 9]
23	40	98	21	2	[9, 1]
23	41	541	17	9	[9, 1]
23	42	727	24	17	[27, 1]
23	43	467	11	5	[1, 9]
23	44	839	11	9	[1, 9]
23	45	36	27	1	[1, 9]
23	46	27	27	1	[1, 9]
23	47	299	24	7	[27, 1]
23	48	836	27	22	[1, 9]
23	49	744	11	8	[1, 9]
24	0	71	14	1	[1, 9]
24	1	203	5	1	[9, 1]
24	2	614	5	3	[9, 1]
24	3	210	24	5	[27, 1]
24	4	667	23	15	[1, 9]
24	5	558	11	6	[1, 9]
24	6	129	8	1	[9, 1]
24	7	532	25	13	[27, 1]
24	8	836	27	22	[1, 9]
24	9	438	7	3	[1, 27]
24	10	317	13	4	[27, 1]
24	11	927	21	19	[9, 1]
24	12	452	25	11	[27, 1]
24	13	40	26	1	[1, 9]
24	14	672	26	17	[1, 9]
24	15	108	19	2	[1, 27]
24	16	325	22	7	[1, 9]
24	17	249	25	6	[27, 1]
24	18	649	19	12	[1, 27]
24	19	325	22	7	[1, 9]
24	20	935	23	21	[1, 9]
24	21	845	23	19	[1, 9]
24	22	68	15	1	[1, 9]
24	23	1016	1	1	[27, 1]
24	24	827	26	21	[1, 9]
24	25	432	19	8	[1, 27]
24	26	922	10	9	[1, 9]
24	27	447	16	7	[9, 1]
24	28	386	8	3	[9, 1]
24	29	773	4	3	[9, 1]
24	30	940	12	11	[27, 1]
24	31	365	14	5	[1, 9]
24	32	252	4	1	[9, 1]
24	33	949	27	25	[1, 9]
24	34	305	27	8	[1, 9]
24	35	733	7	5	[1, 27]
24	36	281	11	3	[1, 9]
24	37	239	17	4	[9, 1]
24	38	952	14	13	[1, 9]
24	39	505	2	1	[1, 9]
24	40	94	11	1	[1, 9]
24	41	833	16	13	[9, 1]
24	42	937	12	11	[27, 1]
24	43	728	24	17	[27, 1]
24	44	116	26	3	[1, 9]
24	45	622	23	14	[1, 9]
24	46	597	12	7	[27, 1]
24	47	224	23	5	[1, 9]
24	48	674	26	17	[1, 9]
24	49	796	9	7	[9, 1]
25	0	860	25	21	[27, 1]
25	1	226	9	2	[9, 1]
25	2	496	27	13	[1, 9]
25	3	444	23	10	[1, 9]
25	4	460	20	9	[9, 1]
25	5	66	16	1	[9, 1]
25	6	363	17	6	[9, 1]
25	7	851	6	5	[1, 27]
25	8	114	9	1	[9, 1]
25	9	771	4	3	[9, 1]
25	10	819	5	4	[9, 1]
25	11	131	23	3	[1, 9]
25	12	270	19	5	[1, 27]
25	13	710	13	9	[27, 1]
25	14	789	13	10	[27, 1]
25	15	250	25	6	[27, 1]
25	16	173	6	1	[1, 27]
25	17	308	10	3	[1, 9]
25	18	292	7	2	[1, 27]
25	19	580	23	13	[1, 9]
25	20	263	27	7	[1, 9]
25	21	491	25	12	[27, 1]
25	22	955	15	14	[1, 9]
25	23	121	17	2	[9, 1]
25	24	531	27	14	[1, 9]
25	25	453	9	4	[9, 1]
25	26	365	14	5	[1, 9]
25	27	342	3	1	[1, 9]
25	28	486	19	9	[1, 27]
25	29	577	16	9	[9, 1]
25	30	609	27	16	[1, 9]
25	31	267	23	6	[1, 9]
25	32	14	1	0	[27, 1]
25	33	363	17	6	[9, 1]
25	34	1018	1	1	[27, 1]
25	35	993	27	26	[1, 9]
25	36	806	14	11	[1, 9]
25	37	152	27	4	[1, 9]
25	38	498	27	13	[1, 9]
25	39	8	1	0	[27, 1]
25	40	398	18	7	[1, 27]
25	41	442	7	3	[1, 27]
25	42	106	19	2	[1, 27]
25	43	470	24	11	[27, 1]
25	44	466	11	5	[1, 9]
25	45	142	22	3	[1, 9]
25	46	898	8	7	[9, 1]
25	47	109	19	2	[1, 27]
25	48	55	19	1	[1, 27]
25	49	598	12	7	[27, 1]
26	0	430	19	8	[1, 27]
26	1	105	10	1	[1, 9]
26	2	256	4	1	[9, 1]
26	3	773	4	3	[9, 1]
26	4	132	23	3	[1, 9]
26	5	734	7	5	[1, 27]
26	6	331	25	8	[27, 1]
26	7	155	20	3	[9, 1]
26	8	237	13	3	[27, 1]
26	9	963	17	16	[9, 1]
26	10	759	27	20	[1, 9]
26	11	136	15	2	[1, 9]
26	12	142	22	3	[1, 9]
26	13	544	17	9	[9, 1]
26	14	657	14	9	[1, 9]
26	15	187	11	2	[1, 9]
26	16	140	22	3	[1, 9]
26	17	753	19	14	[1, 27]
26	18	1014	1	1	[27, 1]
26	19	480	17	8	[9, 1]
26	20	311	23	7	[1, 9]
26	21	597	12	7	[27, 1]
26	22	325	22	7	[1, 9]
26	23	497	27	13	[1, 9]
26	24	233	22	5	[1, 9]
26	25	37	27	1	[1, 9]
26	26	735	25	18	[27, 1]
26	27	888	15	13	[1, 9]
26	28	32	27	1	[1, 9]
26	29	908	26	23	[1, 9]
26	30	530	27	14	[1, 9]
26	31	848	23	19	[1, 9]
26	32	441	7	3	[1, 27]
26	33	738	25	18	[27, 1]
26	34	258	4	1	[9, 1]
26	35	753	19	14	[1, 27]
26	36	771	4	3	[9, 1]
26	37	75	27	2	[1, 9]
26	38	410	5	2	[9, 1]
26	39	153	20	3	[9, 1]
26	40	215	19	4	[1, 27]
26	41	217	19	4	[1, 27]
26	42	393	13	5	[27, 1]
26	43	324	19	6	[1, 27]
26	44	490	23	11	[1, 9]
26	45	546	15	8	[1, 9]
26	46	228	9	2	[9, 1]
26	47	841	17	14	[9, 1]
26	48	1003	27	26	[1, 9]
26	49	896	8	7	[9, 1]
27	0	490	23	11	[1, 9]
27	1	985	26	25	[1, 9]
27	2	366	14	5	[1, 9]
27	3	864	19	16	[1, 27]
27	4	519	2	1	[1, 9]
27	5	271	19	5	[1, 27]
27	6	212	24	5	[27, 1]
27	7	759	27	20	[1, 9]
27	8	17	1	0	[27, 1]
27	9	451	25	11	[27, 1]
27	10	618	5	3	[9, 1]
27	11	409	5	2	[9, 1]
27	12	428	12	5	[27, 1]
27	13	691	25	17	[27, 1]
27	14	767	4	3	[9, 1]
27	15	70	15	1	[1, 9]
27	16	393	13	5	[27, 1]
27	17	273	15	4	[1, 9]
27	18	345	3	1	[1, 9]
27	19	44	23	1	[1, 9]
27	20	877	7	6	[1, 27]
27	21	902	25	22	[27, 1]
27	22	626	18	11	[1, 27]
27	23	180	17	3	[9, 1]
27	24	800	23	18	[1, 9]
27	25	390	21	8	[9, 1]
27	26	526	27	14	[1, 9]
27	27	728	24	17	[27, 1]
27	28	394	13	5	[27, 1]
27	29	219	14	3	[1, 9]
27	30	854	6	5	[1, 27]
27	31	128	8	1	[9, 1]
27	32	188	27	5	[1, 9]
27	33	189	27	5	[1, 9]
27	34	370	25	9	[27, 1]
27	35	680	3	2	[1, 9]
27	36	704	16	11	[9, 1]
27	37	915	19	17	[1, 27]
27	38	451	25	11	[27, 1]
27	39	947	27	25	[1, 9]
27	40	839	11	9	[1, 9]
27	41	376	19	7	[1, 27]
27	42	837	11	9	[1, 9]
27	43	63	16	1	[9, 1]
27	44	835	27	22	[1, 9]
27	45	494	27	13	[1, 9]
27	46	353	26	9	[1, 9]
27	47	547	15	8	[1, 9]
27	48	49	21	1	[9, 1]
27	49	586	7	4	[1, 27]
28	0	397	18	7	[1, 27]
28	1	248	25	6	[27, 1]
28	2	803	14	11	[1, 9]
28	3	390	21	8	[9, 1]
28	4	292	7	2	[1, 27]
28	5	769	4	3	[9, 1]
28	6	580	23	13	[1, 9]
28	7	279	11	3	[1, 9]
28	8	135	23	3	[1, 9]
28	9	113	9	1	[9, 1]
28	10	41	25	1	[27, 1]
28	11	821	5	4	[9, 1]
28	12	400	23	9	[1, 9]
28	13	742	18	13	[1, 27]
28	14	80	13	1	[27, 1]
28	15	318	16	5	[9, 1]
28	16	652	11	7	[1, 9]
28	17	728	24	17	[27, 1]
28	18	592	19	11	[1, 27]
28	19	342	3	1	[1, 9]
28	20	957	15	14	[1, 9]
28	21	260	4	1	[9, 1]
28	22	657	14	9	[1, 9]
28	23	1020	1	1	[27, 1]
28	24	945	13	12	[27, 1]
28	25	619	23	14	[1, 9]
28	26	886	15	13	[1, 9]
28	27	141	22	3	[1, 9]
28	28	326	22	7	[1, 9]
28	29	436	26	11	[1, 9]
28	30	910	9	8	[9, 1]
28	31	138	15	2	[1, 9]
28	32	648	19	12	[1, 27]
28	33	939	12	11	[27, 1]
28	34	662	17	11	[9, 1]
28	35	19	27	1	[1, 9]
28	36	455	9	4	[9, 1]
28	37	181	17	3	[9, 1]
28	38	86	12	1	[27, 1]
28	39	520	2	1	[1, 9]
28	40	337	3	1	[1, 9]
28	41	286	25	7	[27, 1]
28	42	722	17	12	[9, 1]
28	43	657	14	9	[1, 9]
28	44	527	27	14	[1, 9]
28	45	814	24	19	[27, 1]
28	46	808	19	15	[1, 27]
28	47	10	1	0	[27, 1]
28	48	281	11	3	[1, 9]
28	49	302	17	5	[9, 1]
29	0	904	17	15	[9, 1]
29	1	953	14	13	[1, 9]
29	2	151	27	4	[1, 9]
29	3	26	27	1	[1, 9]
29	4	846	23	19	[1, 9]
29	5	953	14	13	[1, 9]
29	6	516	2	1	[1, 9]
29	7	50	20	1	[9, 1]
29	8	113	9	1	[9, 1]
29	9	217	19	4	[1, 27]
29	10	295	7	2	[1, 27]
29	11	860	25	21	[27, 1]
29	12	833	16	13	[9, 1]
29	13	540	19	10	[1, 27]
29	14	1019	1	1	[27, 1]
29	15	498	27	13	[1, 9]
29	16	450	25	11	[27, 1]
29	17	73	14	1	[1, 9]
29	18	824	26	21	[1, 9]
29	19	263	27	7	[1, 9]
29	20	0	0	0	[0, 0]
29	21	632	13	8	[27, 1]
29	22	765	4	3	[9, 1]
29	23	718	10	7	[1, 9]
29	24	240	17	4	[9, 1]
29	25	970	19	18	[1, 27]
29	26	135	23	3	[1, 9]
29	27	695	25	17	[27, 1]
29	28	200	26	5	[1, 9]
29	29	173	6	1	[1, 27]
29	30	607	27	16	[1, 9]
29	31	552	13	7	[27, 1]
29	32	558	11	6	[1, 9]
29	33	98	21	2	[9, 1]
29	34	498	27	13	[1, 9]
29	35	363	17	6	[9, 1]
29	36	870	20	17	[9, 1]
29	37	284	18	5	[1, 27]
29	38	87	12	1	[27, 1]
29	39	649	19	12	[1, 27]
29	40	499	27	13	[1, 9]
29	41	823	5	4	[9, 1]
29	42	567	9	5	[9, 1]
29	43	688	3	2	[1, 9]
29	44	536	21	11	[9, 1]
29	45	376	19	7	[1, 27]
29	46	217	19	4	[1, 27]
29	47	297	24	7	[27, 1]
29	48	455	9	4	[9, 1]
29	49	942	25	23	[27, 1]
30	0	183	17	3	[9, 1]
30	1	638	8	5	[9, 1]
30	2	33	27	1	[1, 9]
30	3	777	25	19	[27, 1]
30	4	162	19	3	[1, 27]
30	5	746	11	8	[1, 9]
30	6	444	23	10	[1, 9]
30	7	953	14	13	[1, 9]
30	8	726	24	17	[27, 1]
30	9	229	9	2	[9, 1]
30	10	105	10	1	[1, 9]
30	11	201	5	1	[9, 1]
30	12	428	12	5	[27, 1]
30	13	749	26	19	[1, 9]
30	14	871	20	17	[9, 1]
30	15	171	6	1	[1, 27]
30	16	216	19	4	[1, 27]
30	17	259	4	1	[9, 1]
30	18	907	26	23	[1, 9]
30	19	297	24	7	[27, 1]
30	20	675	26	17	[1, 9]
30	21	653	11	7	[1, 9]
30	22	279	11	3	[1, 9]
30	23	376	19	7	[1, 27]
30	24	907	26	23	[1, 9]
30	25	384	8	3	[9, 1]
30	26	283	18	5	[1, 27]
30	27	560	11	6	[1, 9]
30	28	949	27	25	[1, 9]
30	29	359	20	7	[9, 1]
30	30	575	16	9	[9, 1]
30	31	852	6	5	[1, 27]
30	32	406	5	2	[9, 1]
30	33	143	7	1	[1, 27]
30	34	995	27	26	[1, 9]
30	35	759	27	20	[1, 9]
30	36	1008	1	1	[27, 1]
30	37	840	11	9	[1, 9]
30	38	849	23	19	[1, 9]
30	39	70	15	1	[1, 9]
30	40	861	25	21	[27, 1]
30	41	653	11	7	[1, 9]
30	42	803	14	11	[1, 9]
30	43	769	4	3	[9, 1]
30	44	878	7	6	[1, 27]
30	45	397	18	7	[1, 27]
30	46	738	25	18	[27, 1]
30	47	220	14	3	[1, 9]
30	48	756	23	17	[1, 9]
30	49	685	3	2	[1, 9]
31	0	850	6	5	[1, 27]
31	1	815	5	4	[9, 1]
31	2	770	4	3	[9, 1]
31	3	69	15	1	[1, 9]
31	4	102	10	1	[1, 9]
31	5	818	5	4	[9, 1]
31	6	602	17	10	[9, 1]
31	7	47	22	1	[1, 9]
31	8	450	25	11	[27, 1]
31	9	287	25	7	[27, 1]
31	10	376	19	7	[1, 27]
31	11	794	9	7	[9, 1]
31	12	215	19	4	[1, 27]
31	13	16	1	0	[27, 1]
31	14	519	2	1	[1, 9]
31	15	906	26	23	[1, 9]
31	16	674	26	17	[1, 9]
31	17	752	15	11	[1, 9]
31	18	164	25	4	[27, 1]
31	19	407	5	2	[9, 1]
31	20	940	12	11	[27, 1]
31	21	744	11	8	[1, 9]
31	22	707	13	9	[27, 1]
31	23	712	23	16	[1, 9]
31	24	517	2	1	[1, 9]
31	25	925	21	19	[9, 1]
31	26	796	9	7	[9, 1]
31	27	49	21	1	[9, 1]
31	28	870	20	17	[9, 1]
31	29	563	20	11	[9, 1]
31	30	65	16	1	[9, 1]
31	31	203	5	1	[9, 1]
31	32	805	14	11	[1, 9]
31	33	983	25	24	[27, 1]
31	34	963	17	16	[9, 1]
31	35	540	19	10	[1, 27]
31	36	706	16	11	[9, 1]
31	37	910	9	8	[9, 1]
31	38	357	23	8	[1, 9]
31	39	401	23	9	[1, 9]
31	40	80	13	1	[27, 1]
31	41	568	9	5	[9, 1]
31	42	241	17	4	[9, 1]
31	43	122	25	3	[27, 1]
31	44	741	18	13	[1, 27]
31	45	587	7	4	[1, 27]
31	46	533	25	13	[27, 1]
31	47	501	27	13	[1, 9]
31	48	975	21	20	[9, 1]
31	49	64	16	1	[9, 1]
32	0	428	12	5	[27, 1]
32	1	308	10	3	[1, 9]
32	2	591	26	15	[1, 9]
32	3	405	23	9	[1, 9]
32	4	662	17	11	[9, 1]
32	5	950	14	13	[1, 9]
32	6	243	21	5	[9, 1]
32	7	709	13	9	[27, 1]
32	8	681	3	2	[1, 9]
32	9	654	25	16	[27, 1]
32	10	559	11	6	[1, 9]
32	11	11	1	0	[27, 1]
32	12	48	21	1	[9, 1]
32	13	654	25	16	[27, 1]
32	14	868	13	11	[27, 1]
32	15	401	23	9	[1, 9]
32	16	997	27	26	[1, 9]
32	17	307	10	3	[1, 9]
32	18	977	22	21	[1, 9]
32	19	360	17	6	[9, 1]
32	20	460	20	9	[9, 1]
32	21	981	24	23	[27, 1]
32	22	896	8	7	[9, 1]
32	23	99	21	2	[9, 1]
32	24	557	11	6	[1, 9]
32	25	701	19	13	[1, 27]
32	26	943	25	23	[27, 1]
32	27	817	5	4	[9, 1]
32	28	386	8	3	[9, 1]
32	29	394	13	5	[27, 1]
32	30	809	19	15	[1, 27]
32	31	344	3	1	[1, 9]
32	32	208	5	1	[9, 1]
32	33	257	4	1	[9, 1]
32	34	13	1	0	[27, 1]
32	35	383	8	3	[9, 1]
32	36	55	19	1	[1, 27]
32	37	916	19	17	[1, 27]
32	38	100	10	1	[1, 9]
32	39	449	16	7	[9, 1]
32	40	836	27	22	[1, 9]
32	41	440	7	3	[1, 27]
32	42	742	18	13	[1, 27]
